erfDate#gefahr_id#count
2022-12#193#1
2023-01#1#2
2023-01#9#1
2023-01#10#1
2023-01#20#2
2023-01#26#6
2023-01#28#1
2023-01#93#2
2023-01#102#5
2023-01#106#1
2023-01#111#1
2023-01#118#1
2023-01#126#2
2023-01#127#1
2023-01#128#1
2023-01#148#1
2023-01#156#1
2023-01#165#3
2023-01#166#1
2023-01#167#1
2023-01#194#1
2023-01#195#2
2023-01#196#1
2023-01#197#2
2023-01#198#1
2023-01#199#1
2023-01#200#1
2023-01#201#1
2023-01#202#1
2023-01#203#1
2023-01#204#1
2023-01#206#1
2023-01#207#1
2023-01#209#1
2023-01#210#1
2023-01#211#1
2023-01#212#1
2023-01#213#1
2023-02#1#1
2023-02#26#2
2023-02#35#1
2023-02#63#3
2023-02#66#1
2023-02#90#1
2023-02#93#2
2023-02#94#1
2023-02#97#1
2023-02#99#1
2023-02#109#1
2023-02#114#1
2023-02#119#1
2023-02#123#1
2023-02#125#3
2023-02#126#6
2023-02#127#1
2023-02#129#1
2023-02#148#1
2023-02#160#1
2023-02#167#2
2023-02#180#2
2023-02#197#1
2023-02#214#1
2023-02#215#1
2023-02#216#1
2023-02#217#1
2023-02#218#1
2023-02#219#1
2023-02#220#1
2023-02#221#1
2023-02#222#1
2023-02#224#1
2023-02#226#1
2023-02#227#1
2023-02#228#1
2023-03#1#1
2023-03#6#1
2023-03#19#2
2023-03#20#2
2023-03#26#2
2023-03#63#2
2023-03#66#1
2023-03#76#1
2023-03#86#2
2023-03#87#1
2023-03#88#1
2023-03#90#1
2023-03#93#2
2023-03#111#1
2023-03#119#1
2023-03#126#4
2023-03#127#2
2023-03#128#2
2023-03#165#1
2023-03#166#1
2023-03#167#1
2023-03#174#1
2023-03#185#1
2023-03#187#1
2023-03#196#1
2023-03#197#1
2023-03#229#1
2023-03#230#2
2023-03#231#1
2023-03#233#1
2023-03#234#1
2023-03#235#1
2023-04#3#1
2023-04#26#2
2023-04#35#1
2023-04#58#1
2023-04#63#1
2023-04#66#1
2023-04#91#7
2023-04#93#2
2023-04#94#1
2023-04#99#1
2023-04#102#1
2023-04#103#1
2023-04#122#1
2023-04#125#1
2023-04#126#2
2023-04#130#1
2023-04#136#1
2023-04#140#1
2023-04#150#1
2023-04#166#1
2023-04#174#1
2023-04#176#1
2023-04#181#1
2023-04#195#2
2023-04#202#1
2023-04#236#1
2023-04#237#1
2023-04#238#1
2023-04#239#1
2023-04#240#1
2023-04#241#1
2023-04#243#1
2023-04#244#2
2023-04#245#1
2023-04#246#1
2023-04#247#1
2023-04#248#1
2023-05#1#1
2023-05#2#1
2023-05#4#1
2023-05#9#1
2023-05#19#3
2023-05#62#1
2023-05#91#2
2023-05#93#3
2023-05#99#1
2023-05#102#1
2023-05#106#1
2023-05#109#2
2023-05#111#1
2023-05#125#2
2023-05#126#1
2023-05#128#2
2023-05#165#3
2023-05#166#1
2023-05#167#2
2023-05#174#2
2023-05#180#1
2023-05#187#2
2023-05#197#1
2023-05#221#1
2023-05#230#1
2023-05#238#1
2023-05#244#1
2023-05#249#1
2023-05#250#1
2023-05#251#1
2023-05#252#1
2023-05#253#1
2023-05#254#1
2023-05#255#1
2023-05#256#1
2023-05#257#1
2023-05#258#1
2023-05#259#1
2023-05#260#1
2023-05#261#1
2023-05#262#1
2023-05#263#1
2023-06#19#1
2023-06#45#1
2023-06#91#1
2023-06#93#3
2023-06#99#1
2023-06#101#1
2023-06#102#1
2023-06#111#2
2023-06#125#3
2023-06#126#2
2023-06#128#1
2023-06#146#1
2023-06#165#2
2023-06#187#1
2023-06#234#1
2023-06#244#2
2023-06#246#1
2023-06#256#1
2023-06#261#1
2023-06#264#1
2023-06#265#1
2023-06#266#1
2023-06#267#1
2023-06#269#1
2023-07#1#1
2023-07#7#1
2023-07#28#1
2023-07#69#1
2023-07#73#1
2023-07#86#2
2023-07#87#1
2023-07#90#1
2023-07#91#1
2023-07#93#1
2023-07#99#1
2023-07#100#1
2023-07#111#2
2023-07#123#1
2023-07#125#1
2023-07#126#4
2023-07#142#1
2023-07#143#1
2023-07#148#1
2023-07#150#1
2023-07#166#1
2023-07#187#1
2023-07#188#1
2023-07#197#1
2023-07#230#1
2023-07#271#1
2023-07#272#1
2023-07#273#1
2023-07#274#1
2023-07#275#1
2023-07#276#1
2023-07#277#1
2023-07#278#1
2023-07#279#1
2023-07#280#1
2023-07#281#1
2023-07#282#1
2023-07#283#1
2023-07#284#1
2023-07#285#1
2023-07#286#1
2023-08#1#1
2023-08#9#1
2023-08#19#2
2023-08#35#1
2023-08#36#1
2023-08#45#1
2023-08#46#1
2023-08#48#1
2023-08#55#1
2023-08#63#1
2023-08#79#1
2023-08#86#2
2023-08#89#2
2023-08#91#2
2023-08#93#2
2023-08#94#1
2023-08#99#2
2023-08#101#1
2023-08#102#1
2023-08#111#4
2023-08#119#1
2023-08#123#1
2023-08#125#3
2023-08#126#3
2023-08#186#1
2023-08#198#1
2023-08#200#1
2023-08#201#1
2023-08#202#1
2023-08#238#1
2023-08#244#2
2023-08#246#1
2023-08#256#1
2023-08#261#1
2023-08#273#1
2023-08#288#1
2023-08#289#1
2023-08#290#1
2023-08#291#1
2023-08#292#1
2023-08#293#1
2023-08#294#1
2023-08#297#1
2023-08#298#2
2023-08#299#1
2023-09#1#1
2023-09#2#1
2023-09#8#1
2023-09#9#1
2023-09#10#1
2023-09#19#3
2023-09#26#2
2023-09#45#2
2023-09#63#1
2023-09#86#1
2023-09#87#1
2023-09#88#1
2023-09#91#3
2023-09#93#2
2023-09#99#2
2023-09#102#3
2023-09#106#1
2023-09#119#1
2023-09#121#1
2023-09#125#2
2023-09#126#3
2023-09#128#2
2023-09#150#1
2023-09#160#1
2023-09#165#4
2023-09#166#3
2023-09#167#2
2023-09#180#1
2023-09#185#1
2023-09#187#2
2023-09#197#1
2023-09#225#1
2023-09#230#1
2023-09#238#1
2023-09#243#1
2023-09#261#1
2023-09#284#1
2023-09#300#1
2023-09#301#1
2023-09#302#1
2023-09#303#1
2023-09#304#1
2023-09#305#1
2023-09#306#1
2023-09#307#1
2023-10#1#4
2023-10#2#1
2023-10#4#1
2023-10#9#1
2023-10#19#5
2023-10#26#3
2023-10#63#1
2023-10#79#1
2023-10#87#1
2023-10#89#1
2023-10#91#2
2023-10#93#3
2023-10#99#2
2023-10#102#2
2023-10#106#2
2023-10#111#4
2023-10#112#1
2023-10#125#1
2023-10#126#1
2023-10#128#2
2023-10#150#1
2023-10#165#2
2023-10#166#1
2023-10#187#1
2023-10#193#1
2023-10#211#1
2023-10#244#1
2023-10#269#1
2023-10#293#1
2023-10#298#1
2023-10#308#1
2023-10#309#1
2023-10#310#1
2023-10#311#1
2023-10#312#1
2023-10#313#1
2023-10#316#1
2023-10#318#1
2023-11#1#1
2023-11#8#1
2023-11#19#1
2023-11#20#1
2023-11#26#4
2023-11#45#1
2023-11#48#1
2023-11#63#3
2023-11#91#1
2023-11#93#4
2023-11#99#1
2023-11#106#2
2023-11#119#2
2023-11#120#1
2023-11#126#2
2023-11#127#1
2023-11#128#1
2023-11#187#1
2023-11#202#1
2023-11#203#1
2023-11#209#1
2023-11#244#3
2023-11#261#1
2023-11#273#1
2023-11#296#1
2023-11#298#1
2023-11#319#1
2023-11#320#1
2023-11#321#1
2023-11#322#1
